2012-04-12,14412
2012-06-08,14445
2012-09-28,14431
2012-11-14,14437
2012-12-08,14300
2013-02-01,13964
2013-02-09,13964
2013-02-25,13781
2013-02-27,13781
2013-04-04,13920
2013-05-29,13827
2013-06-06,13827
2013-07-13,13783
2013-07-30,13865
2013-09-02,13704
2013-11-02,13780
2014-05-29,13650
2014-05-31,13649
2014-05-31,13649
2014-10-10,13712
2014-11-15,13790
2014-12-30,13832
2015-02-08,13818
2015-04-20,13975
2015-05-30,13860
2015-07-26,13671
2015-09-02,13585
2015-09-19,13734
2015-10-23,13853
2015-12-08,13636
2016-01-06,13574
2016-02-08,13544
2016-04-01,13464
2016-05-19,13402
2016-06-26,13334
2016-08-02,13235
2016-09-12,13266
2016-10-21,13284
2016-12-09,13284
2016-12-09,13284
2016-12-11,13235
2017-01-26,13222
2017-03-10,13354
2017-03-15,13353
2017-04-13,13203
2017-05-16,13273
2017-06-24,13090
2017-08-08,13173
2017-09-18,13147
2017-10-24,13147
2017-12-07,13017
2018-01-31,12835
2018-03-04,12714
2018-04-16,12615
2018-07-11,12616
2018-10-02,12449
2019-02-11,12228
2019-03-15,12071
2019-04-11,11943
2019-05-10,11800
2019-06-17,11802
2019-07-21,11809
2019-08-22,11809
2019-09-19,11819
2019-10-27,11827
2019-12-15,11440
2020-01-24,10652
2020-02-22,10652
2020-03-05,10475
2020-03-07,10475
2020-03-15,10475
2020-05-05,10356
2020-05-24,10356
2020-06-16,9953
2020-08-01,9573
2020-09-14,9513
2020-10-29,9259
2020-12-19,8815
2021-03-06,8730
2022-05-31,8730
2022-05-31,8729
