2016-12-18,6830
2017-01-26,6835
2017-01-31,6837
2017-02-11,6839
2017-02-15,6841
2017-04-13,6840
2017-05-10,6840
2017-06-02,6842
2017-06-05,6844
2017-07-11,6846
2017-07-31,6847
2017-08-31,6849
2017-09-07,6851
2017-10-24,6851
2018-01-01,6871
2018-01-14,6872
2018-02-02,6876
2018-03-15,6877
2018-04-17,6886
2018-04-19,7018
2018-04-25,7020
2018-04-30,7021
2018-05-05,7022
2018-05-19,7030
2018-05-30,7085
2018-06-08,7087
2018-06-28,7098
2018-07-04,7117
2018-07-09,7193
2018-08-19,7195
2018-09-05,7196
2018-09-23,7275
2018-10-09,7312
2018-11-01,7312
2018-11-14,7316
2018-11-26,7355
2018-11-29,7359
2019-02-11,7484
2019-03-15,7485
2019-03-21,7486
2019-04-17,7573
2019-05-05,7575
2019-05-10,7577
2019-05-23,7579
2019-06-11,7580
2019-06-19,7582
2019-07-04,7584
2019-07-31,7586
2019-08-10,7587
2019-08-14,7652
2019-08-22,7734
2019-08-30,7736
2019-09-06,7757
2019-10-18,7769
2019-10-27,9100
2019-10-27,9155
2019-10-30,9248
2019-10-31,9310
2019-11-03,9462
2019-11-17,9478
2019-11-20,10567
2019-11-26,10619
2019-11-27,10621
2019-12-20,10703
2019-12-21,10705
2019-12-30,10706
2020-01-01,10709
2020-02-21,10946
2020-03-11,11338
2020-03-15,11436
2020-03-18,11484
2020-03-21,11541
2020-03-25,11750
2020-04-01,11751
2020-04-10,11751
2020-04-11,14208
2020-04-13,14427
2020-04-16,14433
2020-06-02,14454
2020-07-13,14482
2020-07-29,14490
2020-08-01,14501
2020-08-19,14525
2020-08-25,14573
2020-10-03,14600
2021-01-17,15057
2021-01-31,15061
2021-02-14,15066
2021-04-19,15084
2021-06-28,15203
2021-07-18,15224
2021-09-06,15634
2021-09-17,15634
2021-10-03,15638
2021-11-29,15640
2021-12-16,15657
2022-01-02,15670
2022-01-18,16224
2022-01-21,16244
2022-02-12,17991
2022-02-13,17990
2022-02-13,17989
2022-04-05,18238
2022-04-13,18304
2022-05-29,18460
2022-07-23,18733
2022-07-29,18748
2022-07-29,18748
2022-08-20,18840
2022-08-24,19111
2022-10-01,19464
2022-11-29,19509
2023-02-05,19661
2023-03-29,19796
2023-04-11,20238
2023-05-21,20397
2023-07-06,20537
2023-08-08,25133
2023-09-06,25251
2023-09-25,25246
2023-10-08,25384
2023-10-23,25382
2023-12-03,26996
2023-12-12,27574
2023-12-17,27573
2024-01-03,28172
2024-02-24,56176
2024-02-25,56175
2024-03-04,56177
2024-03-09,56175
2024-03-23,56194
2024-04-03,56194
2024-04-09,56192
2024-04-25,56194
2024-06-08,56197
2024-09-04,59270
