
2019-08-05,0
2019-08-06,615
2019-08-10,804
2019-08-13,869
2019-08-14,933
2019-08-22,995
2019-08-30,1008
2019-09-06,1009
2019-09-09,1010
2019-09-10,1010
2019-09-19,1010
2019-09-23,1073
2019-09-29,1097
2019-10-10,1073
2019-10-12,1073
2019-10-15,1073
2019-10-27,1095
2019-10-30,1120
2019-11-03,1120
2019-11-15,1161
2019-11-20,1161
2019-11-26,1199
2019-12-02,1206
2019-12-11,1214
2019-12-15,1214
2019-12-20,1220
2019-12-23,1243
2019-12-30,1263
2020-01-04,1338
2020-01-06,1339
2020-01-09,1339
2020-01-14,1345
2020-02-03,1347
2020-02-05,1070
2020-02-09,1070
2020-02-14,1070
2020-02-17,1070
2020-02-21,1046
2020-02-25,1048
2020-03-07,1055
2020-03-11,1053
2020-03-15,1125
2020-03-18,1163
2020-03-21,1180
2020-03-25,1184
2020-03-28,1185
2020-03-29,1186
2020-04-01,1186
2020-04-03,1187
2020-04-04,1187
2020-04-06,1245
2020-04-09,1250
2020-04-11,1254
2020-04-13,1256
2020-04-18,1316
2020-04-22,1340
2020-05-02,1364
2020-05-05,1367
2020-05-05,1374
2020-05-12,1382
2020-05-13,1383
2020-05-15,1384
2020-05-20,1384
2020-05-26,1397
2020-05-27,1397
2020-06-02,1399
2020-06-09,1403
2020-06-16,1415
2020-06-22,1430
2020-06-25,1372
2020-06-27,1368
2020-07-02,1371
2020-07-05,1371
2020-07-13,1379
2020-07-18,1379
2020-07-29,1397
2020-08-13,1402
2020-08-17,1403
2020-08-19,1396
2020-08-25,1397
2020-09-02,1397
2020-09-07,1400
2020-09-14,1394
2020-09-20,1396
2020-09-26,1417
2020-10-03,1435
2020-10-08,1439
2020-10-13,1443
2020-10-14,1443
2020-10-19,1443
2020-10-29,1448
2020-11-01,1462
2020-11-03,1465
2020-11-10,1458
2020-11-14,1458
2020-11-16,1456
2020-11-19,1458
2020-11-22,1459
2020-11-28,1459
2020-12-02,1472
2020-12-09,1476
2020-12-19,1492
2020-12-31,1509
2021-01-05,1499
2021-01-12,1538
2021-01-17,1566
2021-01-31,1606
2021-02-02,1610
2021-02-08,1634
2021-02-21,1750
2021-02-22,1754
2021-02-28,1755
2021-03-06,1733
2021-03-09,1736
2021-03-16,1749
2021-03-21,1756
2021-03-28,1770
2021-03-31,1776
2021-04-04,1776
2021-04-09,1776
2021-04-13,1775
2021-04-19,1776
2021-04-24,1776
2021-04-29,1784
2021-05-04,1796
2021-05-06,1795
2021-05-12,1788
2021-05-15,1788
2021-05-17,1788
2021-05-22,1788
2021-05-25,1788
2021-05-31,1788
2021-06-07,1788
2021-06-16,1794
2021-06-22,1794
2021-06-28,1813
2021-07-01,1813
2021-07-13,1817
2021-07-18,1823
2021-07-19,1825
2021-07-26,1827
2021-07-29,1829
2021-08-02,1829
2021-08-09,1832
2021-08-17,1851
2021-08-20,1852
2021-08-25,1856
2021-08-30,1855
2021-09-02,1859
2021-09-07,1861
2021-09-12,1863
2021-09-17,1864
2021-09-24,1844
2021-09-30,1844
2021-10-05,1844
2021-10-12,1845
2021-10-19,1845
2021-10-23,1846
2021-11-04,1847
2021-11-11,1847
2021-11-21,1660
2021-11-29,1670
2021-12-05,1676
2021-12-09,1681
2021-12-16,1681
2021-12-25,1683
2021-12-30,1676
2022-01-02,1669
2022-01-04,1676
2022-01-07,1677
2022-01-11,1688
2022-01-18,1699
2022-02-07,1705
2022-02-12,1710
2022-02-17,1711
2022-02-22,1718
2022-03-06,1720
2022-03-12,1724
2022-03-14,1724
2022-03-19,1724
2022-03-31,1725
2022-04-05,1665
2022-04-09,1681
2022-04-13,1683
2022-04-18,1689
2022-04-21,1704
2022-04-25,1712
2022-05-03,1736
2022-05-05,1737
2022-05-10,1753
2022-05-14,1753
2022-05-25,1755
2022-05-29,1769
2022-05-31,1779
2022-06-07,1789
2022-06-09,1792
2022-06-16,1787
2022-06-21,1787
2022-06-25,1790
2022-07-04,1814
2022-07-29,1833
2022-07-29,1833
2022-08-20,1837
2022-08-25,1841
2022-08-31,1841
2022-09-04,1841
2022-09-05,1841
2022-09-08,1841
2022-09-13,1812
2022-09-17,1812
2022-09-23,1812
2022-10-01,1813
2022-10-06,1815
2022-10-27,1819
2022-11-01,1820
2022-11-09,1784
2022-11-12,1766
2022-11-13,1762
2022-11-20,1702
2022-11-21,1702
2022-11-26,1708
2022-11-28,1713
2022-11-29,1713
2022-12-03,1712
2022-12-05,1712
2022-12-06,1712
2022-12-13,1714
2022-12-15,1720
2022-12-18,1720
2022-12-20,1720
2022-12-26,1725
2022-12-29,1725
2023-01-06,1716
2023-01-11,1716
2023-01-13,1716
2023-01-27,1730
2023-01-31,1732
2023-02-05,1739
2023-02-07,1739
2023-02-16,1777
2023-02-19,1782
2023-02-23,1784
2023-02-28,1788
2023-03-03,1788
2023-03-07,1789
2023-03-10,1789
2023-03-14,1791
2023-03-21,1790
2023-03-25,1790
2023-04-07,1798
2023-04-11,1794
2023-04-16,1794
2023-04-19,1792
2023-04-23,1793
2023-04-27,1792
2023-05-08,1792
2023-05-11,1792
2023-05-14,1792
2023-05-20,1792
