
2016-03-13,33272
2016-03-13,33272
2016-03-13,33273
2016-03-13,33272
2016-03-15,33333
2016-03-15,33333
2016-03-16,33333
2016-03-16,33333
2016-03-17,33337
2016-03-20,33338
2016-03-22,33347
2016-03-24,33358
2016-03-24,33358
2016-03-24,33358
2016-03-24,33358
2016-03-24,31825
2016-03-24,31825
2016-03-24,33358
2016-03-25,33356
2016-03-26,32963
2016-03-28,32962
2016-03-28,32966
2016-03-30,32984
2016-03-30,32988
2016-03-31,32993
2016-04-01,32915
2016-04-02,32915
2016-04-02,32925
2016-04-03,32925
2016-04-03,32925
2016-04-05,32936
2016-04-06,32938
2016-04-07,32944
2016-04-09,32974
2016-04-10,32980
2016-04-11,33029
2016-04-11,33043
2016-04-12,33064
2016-04-14,33106
2016-04-15,33117
2016-04-16,33259
2016-04-18,33318
2016-04-20,33336
2016-04-20,33398
2016-04-22,33696
2016-04-26,32966
2016-04-28,33010
2016-04-29,33029
2016-04-30,33046
2016-05-02,33060
2016-05-03,33062
2016-05-06,33152
2016-05-10,33161
2016-05-13,33222
2016-05-19,33196
2016-05-23,33207
2016-05-25,33211
2016-05-27,33208
2016-05-29,33224
2016-05-30,33234
2016-06-01,33257
2016-06-03,33267
2016-06-12,33312
2016-06-13,33316
2016-06-17,33361
2016-06-19,33362
2016-06-26,33312
2016-07-10,32596
2016-07-20,32628
2016-07-21,32634
2016-08-02,32572
2016-08-08,32602
2016-08-09,32608
2016-08-26,32621
2016-08-27,32622
2016-08-28,32621
2016-08-29,32656
2016-08-31,32656
2016-09-02,32659
2016-09-03,32659
2016-09-04,32659
2016-09-05,32671
2016-09-09,32677
2016-09-10,32678
2016-09-12,32716
2016-09-14,32714
2016-09-16,32709
2016-09-16,32709
2016-09-21,32712
2016-09-22,33057
2016-09-24,33061
2016-09-27,33065
2016-09-30,33095
2016-09-30,35867
2016-10-03,35883
2016-10-06,35902
2016-10-10,35916
2016-10-12,35916
2016-10-12,35917
2016-10-14,35919
2016-10-16,35923
2016-10-16,35923
2016-10-16,35923
2016-10-19,35928
2016-10-21,35947
2016-10-23,35949
2016-10-25,35958
2016-10-29,35957
2016-11-01,35960
2016-11-03,35975
2016-11-08,35982
2016-11-08,35992
2016-11-10,36006
2016-11-15,36021
2016-11-19,36028
2016-11-20,37866
2016-11-22,37872
2016-11-25,37907
2016-11-26,37918
2016-11-27,38161
2016-12-01,38299
2016-12-02,38319
2016-12-03,38329
2016-12-05,38332
2016-12-09,38343
2016-12-09,38343
2016-12-11,38309
2016-12-11,38309
2016-12-12,38308
2016-12-15,39850
2016-12-17,39848
2016-12-18,39850
2016-12-18,41279
2016-12-19,41305
2016-12-20,41382
2016-12-21,41418
2016-12-21,41375
2016-12-22,41378
2016-12-25,41392
2016-12-27,41414
2016-12-28,41434
2017-01-02,41449
2017-01-05,39420
2017-01-05,41450
2017-01-10,41523
2017-01-11,41628
2017-01-14,41624
2017-01-18,41660
2017-01-18,41661
2017-01-20,41678
2017-01-22,41686
2017-01-26,41732
2017-01-31,41771
2017-02-04,41770
2017-02-04,41771
2017-02-07,41750
2017-02-07,41749
2017-02-10,41763
2017-02-11,41765
2017-02-13,41765
2017-02-15,41785
2017-02-17,41781
2017-02-17,41781
2017-02-20,41850
2017-02-22,45750
2017-02-23,45749
2017-02-23,45205
2017-02-24,45197
2017-02-24,44784
2017-02-26,44811
2017-03-01,44863
2017-03-04,44905
2017-03-07,44912
2017-03-10,45062
2017-03-15,45090
2017-03-16,45096
2017-03-20,45106
2017-03-22,45116
2017-03-25,45142
2017-03-30,45198
2017-04-05,45238
2017-04-08,45046
2017-04-08,45046
2017-04-08,45046
2017-04-11,45071
2017-04-13,44996
2017-04-15,45027
2017-04-16,45027
2017-04-17,45046
2017-04-18,45063
2017-04-22,45116
2017-04-25,45149
2017-04-26,45175
2017-05-02,45221
2017-05-07,45260
2017-05-08,45264
2017-05-10,45326
2017-05-13,45434
2017-05-15,45450
2017-05-15,45450
2017-05-16,45517
2017-05-21,45517
2017-05-21,45595
2017-05-23,45619
2017-05-28,45759
2017-05-29,45792
2017-05-30,45802
2017-06-02,45894
2017-06-05,45936
2017-06-11,46004
2017-06-21,46217
2017-06-22,46246
2017-06-24,46167
2017-06-28,46216
2017-07-04,46219
2017-07-10,46358
2017-07-11,46369
2017-07-11,46370
2017-07-12,46384
2017-07-17,46110
2017-07-17,46109
2017-07-18,46049
2017-07-26,45753
2017-07-28,45754
2017-07-31,45783
2017-08-08,45512
2017-08-12,45671
2017-08-15,48174
2017-08-15,48174
2017-08-18,48195
2017-08-18,47950
2017-08-20,47950
2017-08-20,47964
2017-08-20,47964
2017-08-21,47924
2017-08-28,47992
2017-08-31,47984
2017-09-05,47895
2017-09-07,47959
2017-09-13,47992
2017-09-18,47941
2017-09-21,47964
2017-09-29,47983
2017-10-05,47995
2017-10-11,47980
2017-10-15,52339
2017-10-19,52308
2017-10-25,52340
2017-10-25,52367
